ID,Chacter1,Person1,Chacter2,Person2,Chacter3,Person3,Chacter4,Person4,Chacter5,Person5,Chacter6,Person6
2397,J.J. Jim Hendricks,Daniel Baldwin,Cap. Previn Fedorov,Frank Zagarino,Amanda McCord,Teri Ann Linn,Cap. George Tanner,Scott Valentine,General Abrams,John Reilly,Pritch,Hannes Jaenicke
2398,Maugras,Michel Bouquet,Blanche,Claude Jade,Besson,Bernard Dhéran,Lina,Dani,Andoire,Gérard Buhr,Gaston Gobet,Jean-Pierre Castaldi
2399,Jake,David Marshall Grant,Monique,Claude Jade,Sophie,Annabelle Mouloudji,Victor,Jean-Claude Bouillon,,,,
2400,Eugénie Grandet,Alexandra London,Père Grandet,Jean Carmet,Mère Grandet,Dominique Labourier,Lucienne des Grassins,Claude Jade,Monsieur des Grassins,Pierre Vernier,Charles Grandet,Jean-Claude Adelin
2401,Marie-Thérèse,Claude Jade,Mitsuo,Gô Katô,Naoko,Tomoko Ogawa,Old Nun,Kinuyo Tanaka,Former mine worker,Wataru Kobayashi,,
2402,"Segment ""Lucie""",Sylvie Testud,"Segment ""La Faute au vent""",Chiara Mastroianni,"Segment ""La Rampe""",Claude Jade,"Segment ""Drugstore""",Valeria Bruni Tedeschi,"Segment ""Tube d'un jour""",Laurence Côte,"Segment ""Les mots attendrot""",Pierre Richard
2405,Potifar,Ben Kingsley,Josef,Paul Mercurio,Lea,Dominique Sanda,Potifars Frau,Lesley Ann Warren,Jakob,Martin Landau,Rahel,Alice Krige
2410,Maria Teresa,Claude Jade,Fabrizio,Marc Porel,Marcello,Duilio Del Prete,Valeria,Carole Chauvet,Constanza,Marina Berti,Piero,Corrado Gaipa
2411,Evelyn Droste,Claude Jade,Kurt Droste,Harald Kuhlmann,Frank Davies,Barry Stokes,Marianne,Vérénice Rudolph,Von Gebhard,Gunther Malzacher,Kinderfrau,Nina Divíšková
2412,Célimène,Claude Jade,Alceste,Patrick Préjean,,,,,,,,
2413,Jesus,Robert Powell,Maria Magdalena,Anne Bancroft,Der Zenturio,Ernest Borgnine,Die Ehebrecherin,Claudia Cardinale,Simon Petrus,James Farentino,Balthasar,James Earl Jones
2414,Marc,Jacques Weber,Marianne,Anny Duperey,Julie,Claude Jade,Madame Mère,Mary Marquet,Christine,Cécile Vassort,Melisa,Nicoletta Machiavelli
2415,Camille Desmoulins,Bernard Alane,Lucile Desmoulins,Claude Jade,Étienne Duplessis,Jean Martinelli,Anne Duplessis,Françoise Christophe,Freron,Gabriel Cattand,Robespierre,François Patrice
2416,André Chenier,Nicolas Silberg,Aimée de Coigny,Anny Duperey,Lauzun,Jacques Toja,,,,,,
2417,Marelle,Claude Jade,Daniel,Bruno Pradal,Le Libraire,Bernard Rousselet,La petite fille,Isabelle Cagnat,Daniel enfant,Eric Cavanhac,La fermière,Monique Mélinand
2428,Jesus,Max von Sydow,James the Younger,Michael Anderson Jr.,Veronica,Carroll Baker,Martha of Bethany,Ina Balin,Sorak,Victor Buono,Barabbas,Richard Conte
2429,Didier,Didier Kaminka,Georges,Georges Beller,Philippe,Philippe Ogouz,Patricia,Claude Jade,Carole,Chantal Goya,Nicole,Nicole Jamet
2430,Anne / Juliette,Claude Jade,Jean-Pierre,Gilles Kohler,Alain,Georges Lambert,Daniel,Jacques Faber,Directeur de théâtre,Maurice Sevenant,Jean Varly,Pierre Laroche
2431,Lise / Laura,Claude Jade,Frédéric,Michel Auclair,Frédéric jeune,Bernard Malaterre,Christian,Erik Colin,Madame Scouarnec,Jeannette Granval,Le comte,Robert Angebaud
2433,Delphine Garnier,Catherine Deneuve,Solange Garnier,Françoise Dorléac,Maxence,Jacques Perrin,Étienne,George Chakiris,Bill,Grover Dale,Simon Dame,Michel Piccoli
2434,Jeanne Corbet,Louise Marleau,Samuel Frend,Claude Rich,Roland Fournier,Peter Sattmann,Suzan Frend,Claude Jade,Paul Corbet,Fernando Rey,William Garrett,Paul Guers
2435,Joaquín,Sergi López,Angela,Paz Vega,Andrea,Elvira Mínguez,Alejandro,Alberto Jiménez,Madre Ángela,María José Alfonso,Cuñada Ángela,Beatriz Bergamín
2436,Kongo Shuko,Robert Patrick,Jimmy Lee,Mark Dacascos,Billy Lee,Scott Wolf,Linda Lash,Kristina Wagner,Satori Imada,Julia Nickson,Marian Delario,Alyssa Milano
2437,le proviseur,Michel Galabru,la prof de philo,Claude Jade,le prof de maths,Darry Cowl,Béa,Fanny Bastien,la mère de Béa,Dany Carrel,le prof d'anglais,Robert Castel
2438,Frank Elgin,Bing Crosby,Georgie Elgin,Grace Kelly,Bernie Dodd,William Holden,Philip Cook,Anthony Ross,Larry,Gene Reynolds,Lounge singer,Jacqueline Fontaine
2440,Sgt. Oh Kyeong-pil,Kang-ho Song,Maj. Sophie E. Jean,Lee Young-ae,Sgt. Lee Soo-hyeck,Lee Byung-hun,Nam Sung-shik,Kim Tae-woo,Jeong Woo-jin,Shin Ha-kyun,Maj. Gen. Bruno Botta,Christoph Hofrichter
2441,Cristina,Emma Suárez,Manuel, Ignacio and Peru Irigibel,Carmelo Gómez,Catalina,Ana Torrent,Ilegorri/Lucas,Karra Elejalde,Madalen (als Clara Badiola),Klara Badiola,Paulina
2442,John Pierce,Sam Elliott,Capt. Weldon Mamet,Charles Martin Smith,Dead Body,Kelly Benson,Sgt Kathleen Hardy,Anne Ramsay,Loscalzo,Lloyd Berry,Emerson Lloyd,Matt Craven
2443,Sherlock Holmes,Basil Rathbone,Dr. John H. Watson,Nigel Bruce,Adrea Spedding,Gale Sondergaard,Insp. Lestrade,Dennis Hoey,Norman Locke,Vernon Downing,Radlik,Alec Craig
2444,Lisa,Emma Suárez,Jota,Nancho Novo,Carmen,María Barranco,Antón,Karra Elejalde,Félix,Carmelo Gómez,Chica pelo azul,Cristina Marcos
2447,Maria,Keisha Castle-Hughes,Joseph,Oscar Isaac,Anna,Hiam Abbass,Joachim,Shaun Toub,Herodes der Große,Ciarán Hinds,Elisabeth,Shohreh Aghdashloo
2448,Agnès Jalamet,Claude Jade,Pierre Jalamet,Roger Miremont,Fabrice,Féodor Atkine,Jeanne,Nathalie Courval,Lucien,Yves Afonso,Pauline,Annick Bonhomme
2449,Jacques,Georges Claisse,Hélène,Claude Jade,Eric,Jean Barney,Marc,Nicolas Moreau,Anne,Fabienne Périneau,,
2452,Rose,Gisèle Casadesus,Agathe,Claude Jade,Régis,Claude Giraud,Benoît,Eric Najsztat,Janine,Mireille Audibert,Concierge,Jeanne Herviale
2453,Harley Davidson,Mickey Rourke,Robert Lee Anderson / The Marlboro Man,Don Johnson,Virginia Slim,Chelsea Field,Alexander,Daniel Baldwin,Jimmy Jiles,Giancarlo Esposito,Lulu Daniels,Vanessa Williams
2454,Prince Caspian,Ben Barnes,Peter Pevensie,William Moseley,Susan Pevensie,Anna Popplewell,Edmund Pevensie,Skandar Keynes,Lucy Pevensie,Georgie Henley,King Miraz,Sergio Castellitto
2455,Barbara Becker,Fanny Ardant,Julien Vercel,Jean-Louis Trintignant,Maître Clément,Philippe Laudenbach,Massoulier,Jean-Pierre Kalfon,Santelli,Philippe Morier-Genoud,Marie-Christine Vercel,Caroline Sihol
2456,Lucrezia,Claude Jade,Callimaco,Paul Barge,Nicia,Angelo Bardi,Ligurio,Roger Pelletier,Sostrata,Nathalie Nerval,Siro,Joseph Falcucci
2457,Claire Reine, dite Garance,Arletty,Baptiste Debureau,Jean-Louis Barrault,Frédérick Lemaître,Pierre Brasseur,Nathalie,María Casares,Pierre-François Lacenaire,Marcel Herrand,Édouard comte de Montray
2459,Étienne,Jean Rochefort,Marthe,Danièle Delorme,Charlotte,Anny Duperey,Daniel,Claude Brasseur,Simon,Guy Bedos,Bouly,Victor Lanoux
2460,Ángel Bengoelxeo,Carmelo Gómez,Ángela,Emma Suárez,Patricio,Karra Elejalde,Mari,Silke,Julio,Nancho Novo,Tomás,Txema Blasco
2462,Hubert de Tartas,Louis de Funès,Edmée de Tartas,Claude Gensac,Paul Fournier,Bernard Alane,Didier de Tartas,Olivier De Funès,Charles,Paul Préboist,Sophie,Martine Kelly
2463,Insp. Ho Sheung Sang,Sean Lau,Mr Cheung,Andy Lau,Leung Yuen Ting,Yoyo Mung,Mr. Chen,Waise Lee,Chief Inspector Wong Kai Fai (OCB),Hui Siu-Hung,Suet,Lam Suet
2464,Jack alias Max Hopper,Dean Cain,Paul Brody,Richard Tyson,Cordella Calloway,Mel Harris,Firefighter Chief Sheehan,Steve Williams,Beth Hooper,Vanessa Angel,Jack Calloway,Jim Storm
2469,Marina Osorio,Victoria Abril,Ricky,Antonio Banderas,Lola,Loles León,Alma,Julieta Serrano,Médico,María Barranco,Camello en Vespa,Rossy de Palma
2470,Luz,Penélope Cruz,Juanito,Gabino Diego,Violeta,Ariadna Gil,Manolo,Fernando Fernán Gómez,Don Luis,Agustín González,Clara,Miriam Díaz-Aroca
2486,Eragon,Ed Speleers,Brom,Jeremy Irons,Arya,Sienna Guillory,Durza,Robert Carlyle,Ajihad,Djimon Hounsou,Murtagh,Garrett Hedlund
2487,Yuki Kashima,Meiko Kaji,Dōkai,Kô Nishimura,Ryūrei Ashio,Toshio Kurosawa,Gō Kashima,Masaaki Daimon,Sayo Kashima,Miyoko Akaza,Gishirō Tsukamoto,Eiji Okada
2493,Westley,Cary Elwes,The Princess Bride,Robin Wright,Inigo Montoya,Mandy Patinkin,Fezzik,André the Giant,Prince Humperdinck,Chris Sarandon,Count Tyrone Rugen,Christopher Guest
2501,Jason Bourne,Matt Damon,Marie Helena Kreutz,Franka Potente,Alexander Conklin,Chris Cooper,The Professor,Clive Owen,Ward Abbott,Brian Cox,Wombosi,Adewale Akinnuoye-Agbaje
2502,Jason Bourne,Matt Damon,Marie,Franka Potente,Ward Abbott,Brian Cox,Nicky,Julia Stiles,Kirill,Karl Urban,Danny Zorn,Gabriel Mann
2503,Jason Bourne,Matt Damon,Nicky Parsons,Julia Stiles,Noah Vosen,David Strathairn,Ezra Kramer,Scott Glenn,Simon Ross,Paddy Considine,Paz,Edgar Ramírez
2516,Charlie Hook,Dirk Bogarde,Elsa,Margaret Brooks,Diana,Pamela Franklin,Hubert,Louis Sheldon Williams,Dunston,John Gugolka,Jiminee,Mark Lester
2517,Akira,Yuya Yagira,Kyoko,Ayu Kitaura,Shigeru,Hiei Kimura,Yuki,Momoko Shimizu,Saki,Hanae Kan,Mutter Keiko,You
2518,Adolf Hitler,Robert Carlyle,Klara Hitler,Stockard Channing,Geli Raubal,Jena Malone,Helene Hanfstaengl,Julianna Margulies,Fritz Gerlich,Matthew Modine,Ernst Hanfstaengl,Liev Schreiber
2525,Adam,Michael Parks,Eve,Ulla Bergryd,Kain,Richard Harris,Abel,Franco Nero,Abraham,George C. Scott,The Three Angels,Peter O'Toole
2526,Moses,Burt Lancaster,Aaron,Anthony Quayle,Miriam,Ingrid Thulin,Zippora,Irene Papas,Josua,Aharon Ipalé,Eliseba,Marina Berti
2527,Charles Thenier,Michel Duchaussoy,Helene Lanson,Caroline Cellier,Paul Decourt,Jean Yanne,Philippe Decourt,Marc Di Napoli,Jeanne Decourt,Anouk Ferjac,Madame Levenes,Louise Chevalier
2528,Emma Bovary,Isabelle Huppert,Charles Bovary,Jean-François Balmer,Rodolphe Boulanger,Christophe Malavoy,M. Homais,Jean Yanne,Leon Dupuis,Lucas Belvaux,La veuve Lefançois,Christiane Minazzoli
2536,Henri Adolphe,Jean-Claude Dauphin,Hélène,Ulla Jacobsson,Pourtalain,Philippe Noiret,d'Aulnay,Claude Giraud,Madame Rebeque,Maria Mauban,Monsieur Rebeque,Claude Dauphin
2537,,,,,,,,,,,,
2538,Niña,Silke,Trini,Candela Peña,Pepe,Alex Angulo,Mariló,Elena Irureta,Olaf,Arcadi Levin,Novio,Daniel Guzmán
2539,John Clasky,Adam Sandler,Deborah Clasky,Téa Leoni,Flor Moreno,Paz Vega,Evelyn Wright,Cloris Leachman,Christina,Shelbie Bruce,Bernice,Sarah Steele
2546,Zazie,Catherine Demongeot,Onkel Gabriel,Philippe Noiret,Turandot,Hubert Deschamps,Albertine,Carla Marlier,Mado,Annie Fratellini,Trouscaillon,Vittorio Caprioli
2565,Joe Banks,Tom Hanks,DeDe/Angelica Graynamore/Patricia Graynamore,Meg Ryan,Samuel Harvey Graynamore,Lloyd Bridges,Frank Waturi,Dan Hedaya,Marshall,Ossie Davis,Luggage Salesman,Barry McGovern
2566,Romain,Melvil Poupaud,Laura,Jeanne Moreau,Jany,Valeria Bruni Tedeschi,Père,Daniel Duval,Mère,Marie Rivière,Sasha,Christian Sengewald
2567,Howard Hughes,Leonardo DiCaprio,Katharine Hepburn,Cate Blanchett,Ava Gardner,Kate Beckinsale,Noah Dietrich,John C. Reilly,Juan Trippe,Alec Baldwin,Senator Ralph Owen Brewster,Alan Alda
2574,Jeanne Tournier,Jeanne Moreau,Henri Tournier,Alain Cuny,Raoul Flores,José Luis de Villalonga,Bernard Dubois-Lambert,Jean-Marc Bory,Maggy Thiebaut-Leroy,Judith Magre,Coudray,Gaston Modot
2575,"Andrew "" Andy "" Osnard",Pierce Brosnan,"Harold "" Harry "" Pendel",Geoffrey Rush,Louisa Pendel,Jamie Lee Curtis,Marta,Leonor Varela,"Michelangelo "" Mickie "" Abraxas",Brendan Gleeson,Uncle Benny,Harold Pinter
2576,Anne Frank,Millie Perkins,Otto Frank,Joseph Schildkraut,Auguste Van Pels,Shelley Winters,Peter Van Pels,Richard Beymer,Edith Frank-Holländer,Gusti Huber,Hermann Van Pels,Lou Jacobi
2577,William Geld,Tim Robbins,Maria Gonzales,Samantha Morton,Vendor,Nabil Elouahabi,Bahkland,Om Puri,Mohan,Emil Marwa,Wole,Nina Fog
2587,Franz von Assisi,Graham Faulkner,Klara von Assisi,Judi Bowker,Bernardo,Leigh Lawson,Paolo,Kenneth Cranham,Pietro Di Bernardone,Lee Montague,Pica Di Bernardone,Valentina Cortese
2588,Ana,Manuela Vellés,Justine,Charlotte Rampling,Linda,Bebe,Anglo,Asier Newman,Said,Nicolas Cazalé,Klaus,Matthias Habich
2593,Alain Leroy,Maurice Ronet,Lydia,Léna Skerla,Mademoiselle Farnoux,Yvonne Clech,D'Averseau,Hubert Deschamps,Dr. La Barbinais,Jean-Paul Moulinot,Madame La Barbinais,Mona Dol
2594,Edmond Batignole,Gérard Jugnot,Simon Bernstein,Jules Sitruk,Marguerite Batignole,Michèle Garcia,Pierre-Jean Lamour,Jean-Paul Rouve,Micheline Batignole,Alexia Portal,Sarah Cohen,Violette Blanckaert
2604,Ron Kovic,Tom Cruise,Mr. Kovic,Raymond J. Barry,Mrs. Kovic,Caroline Kava,Jenny,Holly Marie Combs,Donna,Kyra Sedgwick,Recruiting Gunnery Sgt. Hayes,Tom Berenger
2605,Stephanie Speck,Ally Sheedy,Newton Crosby,Steve Guttenberg,Ben Jabituya,Fisher Stevens,Howard Marner,Austin Pendleton,Skroeder,G. W. Bailey,Frank,Brian McNamara
2608,Jessie Montgomery,Ally Sheedy,Stella Winston,Beverly D'Angelo,Nick McGuire,Michael Ontkean,Georgette Starke,Valerie Perrine,Stan Starkey,Dick Shawn,Charles Montgomery,Tom Skerritt
2609,Neal Page,Steve Martin,Del Griffith,John Candy,Susan Page,Laila Robins,State Trooper,Michael McKean,Owen,Dylan Baker,Taxi Racer,Kevin Bacon
2610,Ray Porter,Steve Martin,Mirabelle Buttersfield,Claire Danes,Jeremy Kraft,Jason Schwartzman,Lisa Cramer,Bridgette Wilson,Catherine Butterfield,Frances Conroy,Dan Buttersfield,Sam Bottoms
2611,Danny Muldoon,John Candy,Rose Muldoon,Maureen O'Hara,Theresa Luna,Ally Sheedy,Nick Acropolis,Anthony Quinn,Sal Buonarte,Jim Belushi,,
2612,Larry Burrows,Jim Belushi,Mike,Michael Caine,Ellen Jane Burrows/Robertson,Linda Hamilton,Clip Metzler,Jon Lovitz,Cindy Jo Bumpers/Burrows,Rene Russo,Jewel Jagger,Courteney Cox
2613,Rita Boyle,Meg Ryan,Peter Hoskins,Alec Baldwin,Dr. Boyle,Ned Beatty,Leah Blier,Kathy Bates,Mrs. Boyle,Patty Duke,Jerry Blier,Richard Riehle
2614,Jack Putter,Martin Short,Lt. Tuck Pendleton,Dennis Quaid,Lydia Maxwell,Meg Ryan,Victor Eugene Scrimshaw,Kevin McCarthy,Dr. Margaret Canker,Fiona Lewis,Mr. Igoe,Vernon Wells
2616,Buck Russell,John Candy,Tia Russell,Jean Louisa Kelly,Miles Russell,Macaulay Culkin,Maizy Russell,Gaby Hoffmann,Chanice Kobolowski,Amy Madigan,Cindy Russell,Elaine Bromka
2617,Chet Ripley,John Candy,Roman Craig,Dan Aykroyd,Kate Craig,Annette Bening,Connie Ripley,Stephanie Faracy,Buck Ripley,Chris Young,Ben Ripley,Ian Giatti
2619,Allen Bauer,Tom Hanks,Madison,Daryl Hannah,Walter Kornbluth,Eugene Levy,Freddie Bauer,John Candy,Mrs. Stimler,Dody Goodman,Mr. Buyrite,Shecky Greene
2620,Frank Dooley,John Candy,Norman Kane,Eugene Levy,Michael Carlino,Robert Loggia,Maggie Cavanaugh,Meg Ryan,Captain Clarence O'Connell,Kenneth McMillan,Anthony Lazarus,Brion James
2621,Bob Rueland,David Duchovny,Grace Briggs,Minnie Driver,Marty O'Reilly,Carroll O'Connor,Angelo Pardipillo,Robert Loggia,Joe Dayton,Jim Belushi,Megan Dayton,Bonnie Hunt
2623,Zack Mayo,Richard Gere,Paula Pokrifki,Debra Winger,Sergeant Emil Foley,Louis Gossett, Jr.,Sid Worley,David Keith,Byron Mayo,Robert Loggia,Lynette Pomeroy
2625,Mr. Jones,Richard Gere,Dr. Elizabeth 'Libbie' Bowen,Lena Olin,Dr. Catherine Holland,Anne Bancroft,Dr. Patrick Shaye,Tom Irwin,Howard,Delroy Lindo,David,Bruce Altman
2636,Ray Quick,Sylvester Stallone,May Munro,Sharon Stone,Ned Trent,James Woods,Joe Leon,Rod Steiger,Tomas Leon,Eric Roberts,Charlie,Mario Ernesto Sánchez
2637,John Klein,Richard Gere,Connie Mills,Laura Linney,Gordon Smallwood,Will Patton,Cyrus Bills,Bob Tracey,Mary Klein,Debra Messing,Brian,Tom Stoviak
2639,Harry Block,Woody Allen,Joan,Kirstie Alley,Larry/The Devil,Billy Crystal,Lucy,Judy Davis,Doris,Caroline Aaron,Burt,Eric Bogosian
2640,Veronica Sawyer,Winona Ryder,J.D.,Christian Slater,Heather Duke,Shannen Doherty,Heather McNamara,Lisanne Falk,Heather Chandler,Kim Walker,Pauline Fleming,Penelope Milford
2641,Nero,Anthony Andrews,Antonia,Colleen Dewhurst,Agrippina,Ava Gardner,Porcius Festus,David Hedison,Gamaliel,John Houseman,Claudius,Richard Kiley
2642,Lucy Kelson,Sandra Bullock,George Wade,Hugh Grant,June Carver,Alicia Witt,Ruth Kelson,Dana Ivey,Larry Kelson,Robert Klein,Meryl Brooks,Heather Burns
2644,King Kong,Samuel Hui,Albert Au,Karl Maka,Supt. Nancy Ho,Sylvia Chang,Ding Dong,Goo Ga-Lau,Gigolo Joe,Dean Shek,Mad Max,Chan Sing
2645,King Kong,Samuel Hui,Albert Au,Karl Maka,Supt. Nancy Ho,Sylvia Chang,Hua,Walter Tso Tat-Wah,Bull,Yasuaki Kurata,Bull's thug,Billy Lau
2646,Sam Hong Kong,Samuel Hui,Albert Au,Karl Maka,Supt. Nancy Ho,Sylvia Chang,Baldy Junior,Cyrus Wong Ka-Ming,Big G,Richard Kiel,Puffer Fish,Ricky Hui
2647,King Kong,Samuel Hui,Albert Au,Karl Maka,Sally,Sally Yeh,Inspector Nancy Ho,Sylvia Chang,Baldy Jr.,Cyrus Wong Ka-Ming,Interpol Ice Hockey Team Coach,Sek Kin
2648,King Kong,Samuel Hui,Albert Au,Karl Maka,Brother Tief,Leslie Cheung,Sister Tief,Nina Li Chi,Chinese Rambo,Conan Lee,Rambo's assistant,Ha Chi-Jan
2649,Nicholas Van Orton,Michael Douglas,Conrad Van Orton,Sean Penn,Christine,Deborah Kara Unger,Jim Feingold,James Rebhorn,Samuel Sutherland,Peter Donat,Anson Baer,Armin Mueller-Stahl
2652,Jeff Kohlver,Patrick Wilson,Hayley Stark,Ellen Page,Judy Tokuda,Sandra Oh,Janelle Rogers,Odessa Rae,Nighthawks Clerk,G.J. Echternkamp,,
2654,John Trent,Sam Neill,Linda Styles,Julie Carmen,Sutter Cane,Jürgen Prochnow,Dr. Wrenn,David Warner,Mr. Paul,Peter Jason,Jackson Harglow,Charlton Heston
2655,Dr. Norman Spencer,Harrison Ford,Claire Spencer,Michelle Pfeiffer,Jody,Diana Scarwid,Warren Feur,James Remar,Mary Feur,Miranda Otto,Dr. Stan Powell,Ray Baker
2657,David,Tobey Maguire,Jennifer,Reese Witherspoon,George Parker,William H. Macy,Betty Parker,Joan Allen,Bill Johnson,Jeff Daniels,Margaret Henderson,Marley Shelton
2661,Batman / Bruce Wayne,Adam West,Robin / Dick Grayson,Burt Ward,The Joker,Cesar Romero,The Penguin,Burgess Meredith,The Riddler,Frank Gorshin,The Catwoman / Kitka,Lee Meriwether
2662,Captain Spaulding,Sid Haig,Otis B. Driftwood,Bill Moseley,Baby Firefly,Sheri Moon Zombie,Mother Firefly,Karen Black,Denise Willis,Erin Daniels,Jerry Goldsmith,Chris Hardwick
2665,Ted Striker,Robert Hays,Elaine Dickinson,Julie Hagerty,Steven McCroskey,Lloyd Bridges,Simon Kurtz,Chad Everett,Capt. Clarence Oveur,Peter Graves,The Sarge,Chuck Connors
2666,John Murdoch,Rufus Sewell,Inspector Frank Bumstead,William Hurt,Dr. Daniel P. Schreber,Kiefer Sutherland,Emma Murdoch,Jennifer Connelly,Mr. Hand,Richard O'Brien,Mr. Book,Ian Richardson
2667,Heather Donahue,Heather Donahue,Michael 'Mike' Williams,Michael C. Williams,Joshua 'Josh' Leonard,Joshua Leonard,Short Fisherman,Bob Griffith,Interviewee,Jim King,Waitress,Sandra Sánchez
2668,Ichabod Crane,Johnny Depp,Dr. Lancaster,Ian McDiarmid,Katrina Van Tassel,Christina Ricci,Brom Van Brunt,Casper Van Dien,Notar Hardenbrook,Michael Gough,Hessian Horseman,Christopher Walken
2669,Fletcher Christian,Mel Gibson,Lieutenant William Bligh,Anthony Hopkins,Admiral Hood,Laurence Olivier,Captain Greetham,Edward Fox,John Fryer,Daniel Day-Lewis,William Cole,Bernard Hill
2670,Richard Tozier,Harry Anderson,Eddie Kaspbrak,Dennis Christopher,Stanley Uris,Richard Masur,Beverly Marsh Rogan,Annette O'Toole,Michael Hanlon,Tim Reid,William Denbrough - Age 12,Jonathan Brandis
2671,Reiko Asakawa,Nanako Matsushima,Mai Takano,Miki Nakatani,Ryuji Takayama,Hiroyuki Sanada,Tomoko Oishi,Yuko Takeuchi,Masami Kurahashi,Hitomi Satô,Takashi Yamamura,Yôichi Numata
2672,Sixte,Jean Barney,Clarisse,Claude Jade,Louis,Philippe Mareuil,Émilie,Jackie Sardou,Bouin,Daniel Lecourtois,,
2674,Volpone,Jean Le Poulain,Mosca,Francis Huster,Colomba,Claude Jade,Corbaccio,Jean Meyer,Léone,Francis Lemaire,Canina,Geneviève Fontanel
2675,Rev. Graham Hess,Mel Gibson,Merrill Hess,Joaquin Phoenix,Morgan Hess,Rory Culkin,Bo Hess,Abigail Breslin,Officer Paski,Cherry Jones,Ray Reddy,M. Night Shyamalan
2687,Nick Holloway,Chevy Chase,Alice Monroe,Daryl Hannah,David Jenkins,Sam Neill,George Talbot,Michael McKean,Warren Singleton,Stephen Tobolowsky,Dr. Bernard Wachs,Jim Norton
2690,Nestor Patou,Jack Lemmon,Irma La Douce,Shirley MacLaine,Moustache,Lou Jacobi,Police sergeant,Cliff Osmond,Hippolyte,Bruce Yarnell,Lolita,Hope Holiday
2692,Himself (archive footage),Dean Reed,Himself,Armin Mueller-Stahl,Celino Bleiweiss,Celino Bleiweiß,Peter Boyles,Peter Boyles,Egon Krenz,Egon Krenz,Maria Moese,Will Roberts
2694,Tuya,Nan Yu,Bater,Bater,Sen Ge,Sen'ge,Zhaya,Zhaya,,,,
2696,Romeo,Marko Marković,Julia,Aleksandra Manasijević,Satchmo,Mladen Nelević,Bean,Nenad Okanović,Sandokan,Slavoljub Pesic,Paraskeva,Olga Odanović
2698,Evan Baxter,Steve Carell,Joan Baxter,Lauren Graham,Congressman Long,John Goodman,Ryan Baxter,Jimmy Bennett,Marty,John Michael Higgins,God,Morgan Freeman
2699,Wynn Park,Peter Gallagher,Captain Edward John Smith,George C. Scott,Isabella Paradine,Catherine Zeta-Jones,Hazel Foley,Eva Marie Saint,Steward Simon Doonan,Tim Curry,Joseph Bruce Ismay,Roger Rees
2700,Esther,Louise Lombard,Mordechai,F. Murray Abraham,Haman,Jürgen Prochnow,König Xerxes,Thomas Kretschmann,Königin Waschti,Ornella Muti,Harbona,John Hollis
2701,Abraham,Richard Harris,Sara,Barbara Hershey,Terach,Vittorio Gassman,Hagar,Carolina Rosi,Lot,Andrea Prodan,Eliezer,Gottfried John
2702,Dastaguir,Abdul Ghani,Yassin,Jawan Mard Homayoun,Mirza Quadir,Walli Tallosh,Zaynab,Guilda Chahverdi,Gardien de la guérite,Kader Arefi,,
2703,Noah,Omero Antonutti,Adam,Sabir Aziz,Eva,Haddou Zoubida,Kain,Annabi Abdelialil,Abel,B. Haddan Mohammed,Der alte Mann,Paul Scofield
2707,Paulus,Johannes Brandrup,Ruben,Thomas Lockyer,Dina,Barbora Bobuľová,Simon Petrus,Ennio Fantastichini,Johannes,Giorgio Pasotti,Gamaliel,Franco Nero
2712,Jakob,Matthew Modine,Rahel,Lara Flynn Boyle,Esau,Sean Bean,Isaak,Joss Ackland,Lea,Juliet Aubrey,Rebekka,Irene Papas
2718,Poliziotto,Renzo Montagnani,Poliziotto,Luigi Pistilli,Ispettore Girl,Claude Jade,a,Chris Avram,a,Massimo Serato,a,Renato Rossini
2719,Moses,Ben Kingsley,Pharao Mernefta,Frank Langella,Pharao Ramses,Christopher Lee,Ptira,Anna Galiena,Josua,Enrico Lo Verso,Tuntmin,Philippe Leroy
2721,Z,Yves Montand,Frau von Z,Irene Papas,Untersuchungsrichter,Jean-Louis Trintignant,Photojournalist,Jacques Perrin,Manuel,Charles Denner,Matt,Bernard Fresson
2722,Javier,Ernesto Alterio,Sonia,Paz Vega,Pedro,Guillermo Toledo,Paula,Natalia Verbeke,Rafa,Alberto San Juan,Pilar,María Esteve
2728,Dude,Zack Ward,Uncle Dave,Dave Foley,Richard,Chris Coppola,Candidate Welles,J.K. Simmons,Mohammed,Michael Benyaer,Faith,Jackie Tohn
2731,Eliane Devries,Catherine Deneuve,Jean-Baptiste Le Guen,Vincent Pérez,Camille,Linh Đan Phạm,Guy Asselin,Jean Yanne,Yvette,Dominique Blanc,Dominique,Alain Fromager
2732,Claire,Susanne Lothar,Robert,Ulrich Mühe,Nina Maron,Janina Sachau,Miriam,Gesine Cukrowski,Helge,Goetz Schulte,Karl,Waldemar Kobus
2734,David,Nathaniel Parker,Saul,Jonathan Pryce,Samuel,Leonard Nimoy,Batseba,Sheryl Lee,Jonatan,Ben Daniels,Abner,Richard Ashcroft
2735,Hélène,Claude Jade,Mirecourt,Michel Vitold,L'optitien,Fernand Berset,Le concierge,Bernard La Jarrige,Le vendeur de pierres,Jean Parédès,Le mécanicien,Michel Muller
2740,Stanley Kubrick (Archivmaterial),Stanley Kubrick,Richard Nixon (Archivmaterial),Richard Nixon,,,,,,,,
2742,Bill Lee,Peter Weller,Joan Frost,Judy Davis,Tom Frost,Ian Holm,Yves Cloquet,Julian Sands,Doctor Benway,Roy Scheider,Fadela,Monique Mercure
